web-scraper-order,web-scraper-start-url,squadraCasa,squadraOspite,selectorRisultato,linkPartita,linkPartita-href,selectorQuota1Media,selectorQuotaxMedia,selectorQuota2Media,buttonUnderOver,selectorQuotaOver25Media,selectorQuotaUnder25Media,buttonGoalNoGoal,paginationButton,selectorQuotaGoalMedia,selectorQuotaNoGoalMedia
"1739927168-93","https://www.oddsportal.com/it/football/france/ligue-1-2022-2023/results/","Brest","Rennes","1–2","21:00Brest11–2Rennes2","https://www.oddsportal.com/it/football/france/ligue-1-2022-2023/brest-rennes-W0AR993m/","4.65","4.00","1.65","","1.58","2.26","","","1.61","2.18"
"1739927176-94","https://www.oddsportal.com/it/football/france/ligue-1-2022-2023/results/","Auxerre","Lens","1–3","21:00Auxerre11–3Lens3","https://www.oddsportal.com/it/football/france/ligue-1-2022-2023/auxerre-lens-p4h0glJ6/","3.01","3.56","2.18","","1.66","2.10","","","1.56","2.28"
"1739927185-95","https://www.oddsportal.com/it/football/france/ligue-1-2022-2023/results/","AC Ajaccio","Marsiglia","1–0","21:00AC Ajaccio11–0Marsiglia0","https://www.oddsportal.com/it/football/france/ligue-1-2022-2023/ac-ajaccio-marsiglia-W0ldfU30/","7.31","4.62","1.40","","1.67","2.08","","","1.88","1.84"
"1739927227-96","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Kiel","Francoforte","2–4","15:30Kiel22–4Francoforte4","https://www.oddsportal.com/it/football/germany/bundesliga/kiel-francoforte-pWnjRsFa/","3.61","3.81","1.91","","1.53","2.36","","","1.49","2.44"
"1739927236-97","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Hoffenheim","Brema","3–4","17:30Hoffenheim33–4Brema4","https://www.oddsportal.com/it/football/germany/bundesliga/hoffenheim-brema-bFO8E4Vg/","2.26","3.68","2.89","","1.48","2.52","","","1.41","2.69"
"1739927244-98","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Augusta","Monchengladbach","2–1","20:30Augusta22–1Monchengladbach1","https://www.oddsportal.com/it/football/germany/bundesliga/augsburg-b-monchengladbach-UajsPCkT/","2.35","3.62","2.79","","1.51","2.42","","","1.44","2.59"
"1739927253-99","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Union Berlino","Dortmund","2–1","15:30Union Berlino22–1Dortmund1","https://www.oddsportal.com/it/football/germany/bundesliga/union-berlino-dortmund-lpXDJjDj/","3.65","3.51","2.00","","1.72","2.02","","","1.61","2.18"
"1739927261-100","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Bochum","Wolfsburg","1–3","15:30Bochum11–3Wolfsburg3","https://www.oddsportal.com/it/football/germany/bundesliga/bochum-wolfsburg-ENOasf5c/","3.03","3.64","2.20","","1.58","2.25","","","1.50","2.42"
"1739927270-101","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Leverkusen","Heidenheim","5–2","15:30Leverkusen55–2Heidenheim2","https://www.oddsportal.com/it/football/germany/bundesliga/leverkusen-heidenheim-2qNaDU87/","1.20","6.90","12.92","","1.41","2.76","","","1.95","1.76"
"1739927278-102","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Hoffenheim","RB Lipsia","4–3","15:30Hoffenheim44–3RB Lipsia3","https://www.oddsportal.com/it/football/germany/bundesliga/hoffenheim-rb-lipsia-E38ZP7hD/","3.23","3.58","2.11","","1.51","2.41","","","1.45","2.58"
"1739927287-103","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Dortmund","Friburgo","4–0","15:30Dortmund44–0Friburgo0","https://www.oddsportal.com/it/football/germany/bundesliga/dortmund-friburgo-pOGITkgl/","1.79","3.72","4.28","","1.66","2.10","","","1.62","2.16"
"1739927296-104","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Francoforte","Brema","1–0","18:30Francoforte11–0Brema0","https://www.oddsportal.com/it/football/germany/bundesliga/francoforte-brema-6w5RRTN0/","1.73","4.03","4.23","","1.47","2.55","","","1.48","2.48"
"1739927304-105","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Kiel","Magonza","0–3","15:30Kiel00–3Magonza3","https://www.oddsportal.com/it/football/germany/bundesliga/kiel-mainz-KtV0tTxf/","3.18","3.29","2.26","","1.77","1.97","","","1.60","2.19"
"1739927312-106","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Augusta","Stoccarda","0–1","17:30Augusta00–1Stoccarda1","https://www.oddsportal.com/it/football/germany/bundesliga/augsburg-stoccarda-006wLfNp/","3.89","3.58","1.90","","1.73","2.00","","","1.64","2.14"
"1739927321-107","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Kiel","Dortmund","4–2","18:30Kiel44–2Dortmund2","https://www.oddsportal.com/it/football/germany/bundesliga/kiel-dortmund-fg6k6hDF/","6.22","4.65","1.45","","1.45","2.57","","","1.60","2.20"
"1739927329-108","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Wolfsburg","Monchengladbach","5–1","20:30Wolfsburg55–1Monchengladbach1","https://www.oddsportal.com/it/football/germany/bundesliga/wolfsburg-b-monchengladbach-CYWonXLq/","1.87","3.68","3.86","","1.60","2.21","","","1.55","2.32"
"1739927337-109","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Leverkusen","Magonza","1–0","20:30Leverkusen11–0Magonza0","https://www.oddsportal.com/it/football/germany/bundesliga/leverkusen-mainz-xdblwfqT/","1.35","4.98","8.08","","1.61","2.18","","","1.90","1.82"
"1739927346-110","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Francoforte","Friburgo","4–1","20:30Francoforte44–1Friburgo1","https://www.oddsportal.com/it/football/germany/bundesliga/francoforte-friburgo-Kzh7gFT9/","1.66","4.04","4.56","","1.47","2.52","","","1.49","2.46"
"1739927354-111","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Bochum","Dortmund","2–0","15:30Bochum22–0Dortmund0","https://www.oddsportal.com/it/football/germany/bundesliga/bochum-dortmund-YyeiNa6c/","5.39","4.35","1.54","","1.52","2.38","","","1.60","2.20"
"1739927362-112","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Leverkusen","Bayern","0–0","18:30Leverkusen00–0Bayern0","https://www.oddsportal.com/it/football/germany/bundesliga/leverkusen-bayern-lhobhu7N/","3.00","3.42","2.28","","1.74","2.00","","","1.60","2.21"
"1739927371-113","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Brema","Hoffenheim","1–3","15:30Brema11–3Hoffenheim3","https://www.oddsportal.com/it/football/germany/bundesliga/brema-hoffenheim-SbYP6vMG/","1.85","3.76","3.84","","1.53","2.35","","","1.50","2.43"
"1739927379-114","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Francoforte","Kiel","3–1","17:30Francoforte33–1Kiel1","https://www.oddsportal.com/it/football/germany/bundesliga/francoforte-kiel-bJt9AMMi/","1.33","5.57","7.72","","1.41","2.70","","","1.69","2.05"
"1739927387-115","https://www.oddsportal.com/it/football/germany/bundesliga/results/","Heidenheim","Magonza","0–2","19:30Heidenheim00–2Magonza2","https://www.oddsportal.com/it/football/germany/bundesliga/heidenheim-mainz-KYUH80i4/","3.60","3.33","2.05","","1.85","1.87","","","1.70","2.04"
"1739927437-116","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Leverkusen","RB Lipsia","3–2","15:30Leverkusen33–2RB Lipsia2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/leverkusen-rb-lipsia-QNLpbj2b/","2.40","3.52","2.77","","1.64","2.15","","","1.54","2.34"
"1739927445-117","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Hoffenheim","Friburgo","1–2","15:30Hoffenheim11–2Friburgo2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/hoffenheim-friburgo-EqEcelnH/","2.18","3.60","3.06","","1.60","2.22","","","1.52","2.38"
"1739927454-118","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Augusta","Monchengladbach","4–4","15:30Augusta44–4Monchengladbach4","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/augsburg-b-monchengladbach-hzD1f81N/","2.73","3.58","2.40","","1.59","2.26","","","1.50","2.44"
"1739927462-119","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Dortmund","Colonia","1–0","18:30Dortmund11–0Colonia0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/dortmund-colonia-IcIx0CXo/","1.44","4.87","6.11","","1.43","2.66","","","1.59","2.24"
"1739927482-120","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Union Berlino","Magonza","4–1","15:30Union Berlino44–1Magonza1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/union-berlino-mainz-nXMtaWnh/","2.11","3.26","3.55","","2.12","1.66","","","1.86","1.85"
"1739927490-121","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Friburgo","Augusta","2–0","17:30Friburgo22–0Augusta0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/friburgo-augsburg-WOdgvjCI/","1.82","3.67","4.30","","1.81","1.94","","","1.69","2.07"
"1739927499-122","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Monchengladbach","Magonza","2–2","20:30Monchengladbach22–2Magonza2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/b-monchengladbach-mainz-YqHsAjdn/","2.18","3.68","3.06","","1.57","2.31","","","1.49","2.48"
"1739927507-123","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Stoccarda","Wolfsburg","3–1","15:30Stoccarda33–1Wolfsburg1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/stoccarda-wolfsburg-OY9f7lt5/","1.88","3.68","3.95","","1.63","2.17","","","1.58","2.25"
"1739927516-124","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","RB Lipsia","Bochum","0–0","15:30RB Lipsia00–0Bochum0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/rb-lipsia-bochum-4UxUjTeO/","1.27","6.07","9.80","","1.43","2.67","","","1.83","1.90"
"1739927524-125","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Augusta","Darmstadt","1–2","15:30Augusta11–2Darmstadt2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/augsburg-darmstadt-fa5j8UQb/","1.79","3.73","4.33","","1.75","2.00","","","1.68","2.08"
"1739927532-126","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Dortmund","Monchengladbach","4–2","15:30Dortmund44–2Monchengladbach2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/dortmund-b-monchengladbach-6XoNVqtK/","1.48","5.04","5.41","","1.31","3.24","","","1.42","2.68"
"1739927541-127","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Brema","Leverkusen","0–3","15:30Brema00–3Leverkusen3","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/brema-leverkusen-niJELaIC/","5.89","4.97","1.45","","1.38","2.90","","","1.53","2.35"
"1739927549-128","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Francoforte","Stoccarda","1–2","18:30Francoforte11–2Stoccarda2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/francoforte-stoccarda-IBRcPsJm/","2.77","3.45","2.45","","1.77","1.98","","","1.60","2.22"
"1739927558-129","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Heidenheim","Bochum","0–0","15:30Heidenheim00–0Bochum0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/heidenheim-bochum-0fNIKJXI/","2.31","3.53","2.94","","1.65","2.13","","","1.52","2.38"
"1739927566-130","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Hoffenheim","Magonza","1–1","17:30Hoffenheim11–1Magonza1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/hoffenheim-mainz-hUJAMu36/","1.84","3.88","3.84","","1.53","2.39","","","1.51","2.43"
"1739927575-131","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Friburgo","Hoffenheim","3–2","15:30Friburgo33–2Hoffenheim2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/friburgo-hoffenheim-nRDc73be/","1.99","3.75","3.43","","1.58","2.28","","","1.52","2.38"
"1739927583-132","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Darmstadt","Francoforte","2–2","15:30Darmstadt22–2Francoforte2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/darmstadt-francoforte-UmCQAx5m/","3.63","3.45","2.02","","1.97","1.76","","","1.80","1.92"
"1739927592-133","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Colonia","Dortmund","0–4","15:30Colonia00–4Dortmund4","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/colonia-dortmund-ddelUQ58/","3.73","3.97","1.85","","1.43","2.65","","","1.45","2.58"
"1739927600-134","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Bochum","Stoccarda","1–0","15:30Bochum11–0Stoccarda0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/bochum-stoccarda-zmfhTpLE/","4.11","3.87","1.79","","1.62","2.18","","","1.59","2.23"
"1739927609-135","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","RB Lipsia","Leverkusen","2–3","18:30RB Lipsia22–3Leverkusen3","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/rb-lipsia-leverkusen-ziAg8qqk/","2.44","3.69","2.64","","1.50","2.46","","","1.43","2.63"
"1739927617-136","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Bayern","RB Lipsia","2–1","18:30Bayern22–1RB Lipsia1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/bayern-rb-lipsia-6ibhnKri/","1.73","4.25","4.12","","1.36","2.96","","","1.38","2.83"
"1739927626-137","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Francoforte","Wolfsburg","2–2","15:30Francoforte22–2Wolfsburg2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/francoforte-wolfsburg-pIR0rxrG/","2.42","3.32","2.90","","1.88","1.85","","","1.68","2.07"
"1739927634-138","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Dortmund","Hoffenheim","2–3","17:30Dortmund22–3Hoffenheim3","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/dortmund-hoffenheim-prcdovbc/","1.44","5.24","5.90","","1.22","3.91","","","1.35","3.03"
"1739927643-139","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Augusta","Friburgo","2–1","19:30Augusta22–1Friburgo1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/augsburg-friburgo-I9rwPmse/","2.34","3.50","2.89","","1.71","2.05","","","1.59","2.25"
"1739927651-140","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Friburgo","Bayern","2–2","20:30Friburgo22–2Bayern2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/friburgo-bayern-SvQToBl8/","5.91","4.75","1.47","","1.48","2.53","","","1.61","2.20"
"1739927659-141","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","RB Lipsia","Wolfsburg","3–0","15:30RB Lipsia33–0Wolfsburg0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/rb-lipsia-wolfsburg-GMyeFXEM/","1.26","6.06","9.93","","1.37","2.92","","","1.69","2.06"
"1739927668-142","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Magonza","Hoffenheim","4–1","15:30Magonza44–1Hoffenheim1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/mainz-hoffenheim-C6xQ9Bxp/","1.78","3.97","4.04","","1.51","2.43","","","1.50","2.43"
"1739927676-143","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Bochum","Heidenheim","1–1","15:30Bochum11–1Heidenheim1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/bochum-heidenheim-8YVY7k7d/","2.08","3.60","3.33","","1.65","2.14","","","1.57","2.29"
"1739927685-144","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Bayern","Colonia","2–0","15:30Bayern22–0Colonia0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/bayern-colonia-xWxiGDaG/","1.20","7.20","11.59","","1.31","3.25","","","1.79","1.94"
"1739927693-145","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Monchengladbach","Dortmund","1–2","15:30Monchengladbach11–2Dortmund2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/b-monchengladbach-dortmund-fVRU8Vij/","3.30","3.68","2.05","","1.46","2.60","","","1.42","2.69"
"1739927702-146","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Francoforte","RB Lipsia","2–2","15:30Francoforte22–2RB Lipsia2","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/francoforte-rb-lipsia-QVFTn6ih/","2.23","3.71","2.90","","1.42","2.71","","","1.38","2.86"
"1739927710-147","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Dortmund","Darmstadt","4–0","15:30Dortmund44–0Darmstadt0","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/dortmund-darmstadt-fBoFTriU/","1.12","9.71","16.90","","1.17","4.66","","","1.66","2.11"
"1739927719-148","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Brema","Bochum","4–1","15:30Brema44–1Bochum1","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/brema-bochum-CnIup4yB/","2.10","3.73","3.17","","1.45","2.60","","","1.41","2.72"
"1739927727-149","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Bochum","Dusseldorf","0–3","20:30Bochum00–3Dusseldorf3","https://www.oddsportal.com/it/football/germany/2-bundesliga-2023-2024/bochum-dusseldorf-dpwPbiGE/","2.15","3.44","3.21","","1.73","2.03","","","1.60","2.21"
"1739927735-150","https://www.oddsportal.com/it/football/germany/bundesliga-2023-2024/results/","Dusseldorf","Bochum","0–4","20:30pen.Dusseldorf00–4Bochum4 pen.","https://www.oddsportal.com/it/football/germany/2-bundesliga-2023-2024/dusseldorf-bochum-UBjWdVpR/","2.03","3.69","3.30","","1.54","2.31","","","1.53","2.35"
"1739927785-151","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Bochum","Magonza","1–2","15:30Bochum11–2Magonza2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/bochum-mainz-x8hDS8tj/","3.32","3.36","2.19","","1.81","1.92","","","1.66","2.10"
"1739927793-152","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Monchengladbach","Hoffenheim","3–1","15:30Monchengladbach33–1Hoffenheim1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/b-monchengladbach-hoffenheim-tx7sYUIS/","2.04","3.94","3.20","","1.41","2.75","","","1.38","2.84"
"1739927802-153","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Augusta","Friburgo","0–4","15:30Augusta00–4Friburgo4","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/augsburg-friburgo-jBdHRSed/","3.43","3.49","2.10","","1.83","1.89","","","1.69","2.06"
"1739927810-154","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Dortmund","Leverkusen","1–0","18:30Dortmund11–0Leverkusen0","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/dortmund-leverkusen-jmEUzXY9/","2.02","3.94","3.24","","1.41","2.74","","","1.38","2.84"
"1739927819-155","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Stoccarda","RB Lipsia","1–1","15:30Stoccarda11–1RB Lipsia1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/stoccarda-rb-lipsia-hGz0jCYd/","3.67","3.68","1.95","","1.73","2.01","","","1.65","2.13"
"1739927829-156","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Friburgo","Monchengladbach","0–0","17:30Friburgo00–0Monchengladbach0","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/friburgo-b-monchengladbach-0MZb3DEU/","2.13","3.59","3.24","","1.61","2.20","","","1.53","2.36"
"1739927837-157","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Magonza","Hertha","1–1","20:30Magonza11–1Hertha1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/mainz-hertha-nDUnyzUo/","1.75","3.88","4.43","","1.69","2.07","","","1.68","2.08"
"1739927846-158","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Stoccarda","Francoforte","1–3","15:30Stoccarda11–3Francoforte3","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/stoccarda-francoforte-MVMaYXD4/","2.50","3.26","2.85","","1.81","1.92","","","1.63","2.15"
"1739927854-159","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Leverkusen","Brema","1–1","15:30Leverkusen11–1Brema1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/leverkusen-brema-dlkwHWrU/","1.61","4.37","4.89","","1.43","2.64","","","1.49","2.48"
"1739927862-160","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Dortmund","Schalke","1–0","15:30Dortmund11–0Schalke0","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/dortmund-schalke-GhM3XiTA/","1.40","4.95","6.99","","1.43","2.64","","","1.62","2.18"
"1739927871-161","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Bayern","Magonza","6–2","15:30Bayern66–2Magonza2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/bayern-mainz-CtqXemTP/","1.22","6.88","11.20","","1.27","3.55","","","1.64","2.14"
"1739927879-162","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Francoforte","Dortmund","1–2","18:30Francoforte11–2Dortmund2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/francoforte-dortmund-lx53l5La/","2.59","3.64","2.54","","1.57","2.28","","","1.49","2.47"
"1739927888-163","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Union Berlino","Monchengladbach","2–1","15:30Union Berlino22–1Monchengladbach1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/union-berlino-b-monchengladbach-tC1ejRjm/","1.92","3.47","4.05","","1.84","1.89","","","1.71","2.04"
"1739927897-164","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Schalke","Friburgo","0–2","17:30Schalke00–2Friburgo2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/schalke-friburgo-vRcGo35I/","4.15","3.64","1.84","","1.78","1.95","","","1.69","2.07"
"1739927905-165","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Colonia","Hoffenheim","1–1","19:30Colonia11–1Hoffenheim1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/colonia-hoffenheim-zZ0ako6g/","3.18","3.60","2.16","","1.54","2.35","","","1.47","2.54"
"1739927914-166","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","RB Lipsia","Stoccarda","2–1","20:30RB Lipsia22–1Stoccarda1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/rb-lipsia-stoccarda-rDHGO6wA/","1.33","5.04","9.36","","1.52","2.41","","","1.83","1.90"
"1739927922-167","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Magonza","Bochum","5–2","15:30Magonza55–2Bochum2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/mainz-bochum-vuBPMp8M/","1.78","3.72","4.43","","1.84","1.89","","","1.77","1.95"
"1739927931-168","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Hoffenheim","Monchengladbach","1–4","15:30Hoffenheim11–4Monchengladbach4","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/hoffenheim-b-monchengladbach-Y1ATL4NS/","1.99","3.78","3.45","","1.54","2.35","","","1.48","2.50"
"1739927939-169","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Hertha","Union Berlino","0–2","15:30Hertha00–2Union Berlino2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/hertha-union-berlino-zBdeHOVq/","3.72","3.17","2.12","","2.32","1.55","","","1.98","1.75"
"1739927948-170","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Brema","Wolfsburg","2–1","15:30Brema22–1Wolfsburg1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/brema-wolfsburg-tOReF20d/","3.45","3.67","2.03","","1.63","2.17","","","1.56","2.30"
"1739927956-171","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Augusta","Brema","2–1","15:30Augusta22–1Brema1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/augsburg-brema-AeTd9UYb/","2.22","3.55","3.07","","1.69","2.07","","","1.57","2.27"
"1739927964-172","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Stoccarda","Bayern","1–2","18:30Stoccarda11–2Bayern2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/stoccarda-bayern-4IS08ll5/","6.69","4.73","1.44","","1.49","2.48","","","1.67","2.08"
"1739927973-173","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Leverkusen","Hertha","4–1","15:30Leverkusen44–1Hertha1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/leverkusen-hertha-4I6Vh9lI/","1.49","4.33","6.55","","1.68","2.08","","","1.81","1.93"
"1739927982-174","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Wolfsburg","Francoforte","2–2","17:30Wolfsburg22–2Francoforte2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/wolfsburg-francoforte-GdzlBj4n/","2.41","3.45","2.85","","1.80","1.94","","","1.64","2.14"
"1739927990-175","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Colonia","Bochum","0–2","20:30Colonia00–2Bochum2","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/colonia-bochum-YcKH46mU/","1.70","3.72","4.99","","1.86","1.87","","","1.81","1.92"
"1739927998-176","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Magonza","Bayern","3–1","15:30Magonza33–1Bayern1","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/mainz-bayern-Yy5sv1em/","5.62","4.57","1.52","","1.53","2.38","","","1.61","2.20"
"1739928007-177","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Hoffenheim","Colonia","1–3","15:30Hoffenheim11–3Colonia3","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/hoffenheim-colonia-jDanwLAg/","2.25","3.44","3.12","","1.81","1.92","","","1.65","2.12"
"1739928015-178","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Hertha","Brema","2–4","15:30Hertha22–4Brema4","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/hertha-brema-IPj3ZxAI/","2.30","3.43","3.05","","1.92","1.82","","","1.74","1.98"
"1739928024-179","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/results/","Bochum","Wolfsburg","1–5","15:30Bochum11–5Wolfsburg5","https://www.oddsportal.com/it/football/germany/bundesliga-2022-2023/bochum-wolfsburg-OQcfyau6/","3.09","3.60","2.21","","1.71","2.04","","","1.63","2.16"
